ID,dr_doi,primary,rel_pub_url,rel_pub_has_ref,journal_name,publisher,date published
349,doi:10.5066/F7PG1PVH,TRUE,https://doi.org/10.1111/1365-2435.12708,TRUE,"Experimental warming in a dryland community reduced plant photosynthesis and soil
            CO
            2
            efflux although the relationship between the fluxes remained unchanged",Wiley,"{'date-parts': [[2016, 9, 28]]}"
350,doi:10.5066/P9E5K160,TRUE,https://doi.org/10.3133/ofr20181156,FALSE,First comprehensive list of non-native species established in three major regions of the United States,US Geological Survey,{'date-parts': [[2018]]}
351,doi:10.5066/F76971N5,TRUE,https://doi.org/10.3133/ofr20151167,FALSE,"Fire patterns in the range of the greater sage-grouse, 1984-2013 - Implications for conservation and management",US Geological Survey,{'date-parts': [[2015]]}
352,doi:10.5066/P901T47X,TRUE,https://doi.org/10.2113/gsjfr.49.1.29,FALSE,"Distribution of Modern Salt-marsh Foraminifera from the Eastern Mississippi Sound, U.s.a.",GeoScienceWorld,
353,doi:10.5066/P9KC9DU8,TRUE,https://doi.org/10.3133/sir20195151,FALSE,"Storage capacity and sedimentation characteristics of the San Antonio Reservoir, California, 2018",US Geological Survey,{'date-parts': [[2020]]}
354,doi:10.5066/F7GB2274,TRUE,https://doi.org/10.3133/sir20175050,FALSE,"Hydrologic characterization of Bushy Park Reservoir, South Carolina, 2013–15",US Geological Survey,{'date-parts': [[2017]]}
355,doi:10.5066/F7K35SMD,TRUE,https://doi.org/10.1111/j.1523-1739.1998.96384.x,TRUE,Comparative Use of Riparian Corridors and Oases by Migrating Birds in Southeast Arizona,Wiley,"{'date-parts': [[2008, 7, 7]]}"
356,doi:10.5066/F76T0KG2,TRUE,https://doi.org/10.1002/lom3.10204,TRUE,A coupled metabolic-hydraulic model and calibration scheme for estimating whole-river metabolism during dynamic flow conditions,Wiley,"{'date-parts': [[2017, 9, 28]]}"
357,doi:10.5066/F70K27R0,TRUE,https://doi.org/10.1002/hyp.11458,TRUE,Incorporating spatially heterogeneous infiltration capacity into hydrologic models with applications for simulating post-wildfire debris flow initiation,Wiley,"{'date-parts': [[2018, 4, 6]]}"
358,doi:10.5066/P91XQ3IS,TRUE,https://doi.org/10.1029/2019JB017587,TRUE,Heat Flow in the Western Arctic Ocean (Amerasian Basin),American Geophysical Union (AGU),"{'date-parts': [[2019, 8, 6]]}"
359,doi:10.5066/F7TB152V,TRUE,https://doi.org/10.1002/gea.21672,TRUE,"Elemental, isotopic, and geochronological variability in Mogollon-Datil volcanic province archaeological obsidian, southwestern USA: Solving issues of intersource discrimination",Wiley,"{'date-parts': [[2017, 12, 18]]}"
360,doi:10.5066/P9TWBYYQ,TRUE,https://doi.org/10.3133/sim3433,FALSE,"Estimated 2016 groundwater level and drawdown from predevelopment to 2016 in the Santa Fe Group Aquifer System in the Albuquerque Area, Central New Mexico",US Geological Survey,{'date-parts': [[2019]]}
361,doi:10.5066/F7H99392,TRUE,https://doi.org/10.3133/sir20165035,FALSE,"Simulated effects of groundwater withdrawals from aquifers in Ocean County and vicinity, New Jersey",US Geological Survey,{'date-parts': [[2016]]}
362,doi:10.5066/F7CF9N51,TRUE,https://doi.org/10.1371/journal.pone.0138759,TRUE,Projected Future Vegetation Changes for the Northwest United States and Southwest Canada at a Fine Spatial Resolution Using a Dynamic Global Vegetation Model,Public Library of Science (PLoS),"{'date-parts': [[2015, 10, 21]]}"
363,doi:10.5066/F7RB732P,TRUE,https://doi.org/10.3133/sir20175049,FALSE,"A field study of selected U.S. Geological Survey analytical methods for measuring pesticides in filtered stream water, June - September 2012",US Geological Survey,{'date-parts': [[2017]]}
364,doi:10.5066/F7MC8X40,TRUE,https://doi.org/10.3133/sir20165092,FALSE,Potential corrosivity of untreated groundwater in the United States,US Geological Survey,{'date-parts': [[2016]]}
365,doi:10.5066/P926SZLN,TRUE,https://doi.org/10.1007/s00027-019-0689-1,TRUE,Influence of turbulence and in-stream structures on the transport and survival of grass carp eggs and larvae at various developmental stages,Springer Science and Business Media LLC,"{'date-parts': [[2019, 12, 18]]}"
366,doi:10.5066/P96Q5D2T,TRUE,https://doi.org/10.1002/ece3.5860,TRUE,"Habitat of the endangered salt marsh harvest mouse (
            Reithrodontomys raviventris
            ) in San Francisco Bay",Wiley,"{'date-parts': [[2020, 1, 7]]}"
367,doi:10.5066/P91V2S8C,TRUE,https://doi.org/10.1111/ddi.12927,TRUE,Local niche differences predict genotype associations in sister taxa of desert tortoise,Wiley,"{'date-parts': [[2019, 6, 3]]}"
368,doi:10.5066/P97NBUTC,TRUE,https://doi.org/10.3120/0024-9637-66.4.164,FALSE,"TREE MORTALITY IN BLUE OAK WOODLAND DURING EXTREME DROUGHT IN SEQUOIA NATIONAL PARK, CALIFORNIA",California Botanical Society,
369,doi:10.5066/F7DN44BJ,TRUE,https://doi.org/10.3133/sim3409,FALSE,"Bathymetric contour map, surface area and capacity table, and bathymetric difference map for Clearwater Lake near Piedmont, Missouri, 2017",US Geological Survey,{'date-parts': [[2018]]}
370,doi:10.5066/F75B00N4,TRUE,https://doi.org/10.1002/ecm.1268,TRUE,Coastal habitat and biological community response to dam removal on the Elwha River,Wiley,"{'date-parts': [[2017, 9, 5]]}"
371,doi:10.5066/F7736PSP,TRUE,https://doi.org/10.1016/j.ecss.2018.06.026,FALSE,Ghost forests of Marco Island: Mangrove mortality driven by belowground soil structural shifts during tidal hydrologic alteration,Elsevier BV,
372,doi:10.5066/F73F4MRV,TRUE,https://doi.org/10.3133/sir20185094,FALSE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,{'date-parts': [[2018]]}
373,doi:10.5066/F72R3PR3,TRUE,https://doi.org/10.3133/sir20165063,FALSE,"Changes in phosphorus concentrations and loads in the Assabet River, Massachusetts, October 2008 through April 2014",US Geological Survey,{'date-parts': [[2016]]}
374,doi:10.5066/P9JBWQ96,TRUE,https://doi.org/10.1016/j.scitotenv.2019.136008,FALSE,Influence of land use and region on glyphosate and aminomethylphosphonic acid in streams in the USA,Elsevier BV,
375,doi:10.5066/F7MW2GCN,TRUE,https://doi.org/10.3133/ofr20171166,FALSE,Landsat classification of surface-water presence during multiple years to assess response of playa wetlands to climatic variability across the Great Plains Landscape Conservation Cooperative region,US Geological Survey,{'date-parts': [[2018]]}
376,doi:10.5066/P9V3XDY6,TRUE,https://doi.org/10.1371/journal.pone.0222807,TRUE,Measuring sustainability of seed-funded earth science informatics projects,Public Library of Science (PLoS),"{'date-parts': [[2019, 10, 23]]}"
377,doi:10.5066/F7CF9P06,TRUE,https://doi.org/10.1371/journal.pone.0193247,TRUE,Phytoforensics: Trees as bioindicators of potential indoor exposure via vapor intrusion,Public Library of Science (PLoS),"{'date-parts': [[2018, 2, 16]]}"
378,doi:10.5066/F7S75F7K,TRUE,https://doi.org/10.1111/1365-2664.13169,TRUE,Coastal wetland adaptation to sea level rise: Quantifying potential for landward migration and coastal squeeze,Wiley,"{'date-parts': [[2018, 5, 28]]}"
379,doi:10.5066/F7GF0RPH,TRUE,https://doi.org/10.3133/ofr20171011,FALSE,"Methods used to characterize the chemical composition and biological activity of environmental waters throughout the United States, 2012-14",US Geological Survey,{'date-parts': [[2017]]}
380,doi:10.5066/F7J67F31,TRUE,https://doi.org/10.1016/j.biocon.2018.09.008,FALSE,Survey-based assessment of the frequency and potential impacts of recreation on polar bears,Elsevier BV,
381,doi:10.5066/P9I6BPX5,TRUE,https://doi.org/10.3133/ofr20181111,FALSE,Additional period and site class maps for the 2014 National Seismic Hazard Model for the conterminous United States,US Geological Survey,{'date-parts': [[2018]]}
382,doi:10.5066/F7TB163Q,TRUE,https://doi.org/10.7589/2017-06-139,FALSE,DEVELOPMENT AND VALIDATION OF QUANTITATIVE PCR ASSAYS TO MEASURE CYTOKINE TRANSCRIPT LEVELS IN THE FLORIDA MANATEE (TRICHECHUS MANATUS LATIROSTRIS),Wildlife Disease Association,
383,doi:10.5066/F708647F,TRUE,https://doi.org/10.1002/ece3.3092,TRUE,Lessons from the Tōhoku tsunami: A model for island avifauna conservation prioritization,Wiley,"{'date-parts': [[2017, 6, 22]]}"
384,doi:10.5066/P92XVOOF,TRUE,https://doi.org/10.3133/sim3412B,FALSE,"Aeromagnetic map of Mountain Pass and vicinity, California and Nevada",US Geological Survey,{'date-parts': [[2018]]}
385,doi:10.5066/P9Q53DOD,TRUE,https://doi.org/10.3133/sir20145127,FALSE,"Numerical simulation of groundwater flow in the Columbia Plateau Regional Aquifer System, Idaho, Oregon, and Washington",US Geological Survey,{'date-parts': [[2014]]}
386,doi:10.5066/P9T9J3JU,TRUE,https://doi.org/10.1016/j.ecolmodel.2018.09.006,FALSE,"A spatially discrete, integral projection model and its application to invasive carp",Elsevier BV,
387,doi:10.5066/F7BP00W8,TRUE,https://doi.org/10.3133/fs20173001,FALSE,"Groundwater quality in the shallow aquifers of the Tulare, Kaweah, and Tule Groundwater Basins and adjacent highlands areas, Southern San Joaquin Valley, California",US Geological Survey,{'date-parts': [[2017]]}
388,doi:10.5066/F7000101,TRUE,https://doi.org/10.3398/064.077.0305,FALSE,Landscape Movements by Two Species of Migratory Nectar-Feeding Bats (Leptonycteris) in a Northern Area of Seasonal Sympatry,Western North American Naturalist,
389,doi:10.5066/P9F63VYX,TRUE,https://doi.org/10.1029/2018EA000417,TRUE,Examining Forest Structure With Terrestrial Lidar: Suggestions and Novel Techniques Based on Comparisons Between Scanners and Forest Treatments,American Geophysical Union (AGU),"{'date-parts': [[2018, 11, 12]]}"
390,doi:10.5066/F7Z31X54,TRUE,https://doi.org/10.1007/s13253-018-0335-8,TRUE,Analysis of Population Change and Movement Using Robust Design Removal Data,Springer Science and Business Media LLC,"{'date-parts': [[2018, 9, 27]]}"
391,doi:10.5066/F7J964GW,TRUE,https://doi.org/10.3133/sir20165089A,FALSE,"Overview with methods and procedures of the U.S. Geological Survey mineral-resource assessment of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming: Chapter A in <i>Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming</i>",US Geological Survey,{'date-parts': [[2016]]}
392,doi:10.5066/F7RN363Z,TRUE,https://doi.org/10.3133/sir20175013v1,FALSE,The HayWired earthquake scenario—Earthquake hazards,US Geological Survey,{'date-parts': [[2017]]}
393,doi:10.5066/F78C9THZ,TRUE,https://doi.org/10.3133/sir20175029,FALSE,Flood of July 2016 in northern Wisconsin and the Bad River Reservation,US Geological Survey,{'date-parts': [[2017]]}
394,doi:10.5066/P9UOBL50,TRUE,https://doi.org/10.1071/WF18075,TRUE,It matters when you measure it: using snow-cover Normalised Difference Vegetation Index (NDVI) to isolate post-fire conifer regeneration,CSIRO Publishing,
395,doi:10.5066/P91LIQ0T,TRUE,https://doi.org/10.4289/0013-8797.120.2.272,FALSE,"The Bees (Hymenoptera: Apoidea) of Louisiana: An Updated, Annotated Checklist",Entomological Society of Washington,
396,doi:10.5066/F7J965CZ,TRUE,https://doi.org/10.3133/sir20185068,FALSE,"Methods used to reconstruct historical daily streamflows in northern New Jersey and southeastern New York, water years 1922–2010",US Geological Survey,{'date-parts': [[2018]]}
397,doi:10.5066/P9NORY48,TRUE,https://doi.org/10.1093/auk/uky007,TRUE,Flexible timing of annual movements across consistently used sites by Marbled Godwits breeding in Alaska,Oxford University Press (OUP),"{'date-parts': [[2019, 2, 17]]}"
398,doi:10.5066/F7QF8S3H,TRUE,https://doi.org/10.3390/s18030880,TRUE,Challenges in Complementing Data from Ground-Based Sensors with Satellite-Derived Products to Measure Ecological Changes in Relation to Climate—Lessons from Temperate Wetland-Upland Landscapes,MDPI AG,"{'date-parts': [[2018, 3, 16]]}"
399,doi:10.5066/P9VN5RKV,TRUE,https://doi.org/10.5066/P9VN5RKV,,,,
400,doi:10.5066/P90EKU6X,TRUE,https://doi.org/10.3133/sir20195005,FALSE,"Regression models for estimating sediment and nutrient concentrations and loads at the Kankakee River, Shelby, Indiana, December 2015 through May 2018",US Geological Survey,{'date-parts': [[2019]]}
401,doi:10.5066/P996GAZP,TRUE,https://doi.org/10.3133/sir20185092,FALSE,"Understanding the effect of salinity tolerance on cyanobacteria associated with a harmful algal bloom in Lake Okeechobee, Florida",US Geological Survey,{'date-parts': [[2018]]}
402,doi:10.5066/F7P26WCG,TRUE,https://doi.org/10.1002/etc.3774,TRUE,RNA sequencing analysis of transcriptional change in the freshwater musselElliptio complanataafter environmentally relevant sodium chloride exposure,Wiley,"{'date-parts': [[2017, 3, 31]]}"
403,doi:10.5066/F76T0JT4,TRUE,https://doi.org/10.3133/sir20175009,FALSE,Enhanced and updated spatially referenced statistical assessment of dissolved-solids load sources and transport in streams of the Upper Colorado River Basin,US Geological Survey,{'date-parts': [[2017]]}
404,doi:10.5066/F7TQ5ZRN,TRUE,https://doi.org/10.3133/ofr20181012,FALSE,"Decadal changes in channel morphology of a freely meandering river—Powder River, Montana, 1975–2016",US Geological Survey,{'date-parts': [[2018]]}
405,doi:10.5066/F71R6NJT,TRUE,https://doi.org/10.1890/14-1108.1,TRUE,Connectivity and conditional models of access and abundance of species in stream networks,Wiley,
406,doi:10.5066/F7BG2MWD,TRUE,https://doi.org/10.3133/ofr20161194,FALSE,"Collection, processing, and quality assurance of time-series electromagnetic-induction log datasets, 1995–2016, south Florida",US Geological Survey,{'date-parts': [[2016]]}
407,doi:10.5066/P9E8VRGO,TRUE,https://doi.org/10.3133/ds1077,FALSE,"Chirp subbottom profile data collected in 2015 from the northern Chandeleur Islands, Louisiana",US Geological Survey,{'date-parts': [[2018]]}
408,doi:10.5066/F7TX3CJ7,TRUE,https://doi.org/10.1111/gcb.13633,TRUE,Abundant carbon substrates drive extremely high sulfate reduction rates and methane fluxes in Prairie Pothole Wetlands,Wiley,"{'date-parts': [[2017, 2, 23]]}"
409,doi:10.5066/P9UY8L30,TRUE,https://doi.org/10.1021/acs.est.9b03459,FALSE,"Using Age Tracers and Decadal Sampling to Discern Trends in Nitrate, Arsenic, and Uranium in Groundwater Beneath Irrigated Cropland",American Chemical Society (ACS),"{'date-parts': [[2019, 11, 21]]}"
410,doi:10.5066/F7NK3C59,TRUE,https://doi.org/10.3389/fmars.2017.00381,TRUE,"Modeling Fine-Scale Coral Larval Dispersal and Interisland Connectivity to Help Designate Mutually-Supporting Coral Reef Marine Protected Areas: Insights from Maui Nui, Hawaii",Frontiers Media SA,"{'date-parts': [[2017, 12, 5]]}"
411,doi:10.5066/F72B8X71,TRUE,https://doi.org/10.1016/j.ecolind.2018.02.026,FALSE,"Remote sensing of tamarisk beetle (Diorhabda carinulata) impacts along 412 km of the Colorado River in the Grand Canyon, Arizona, USA",Elsevier BV,
412,doi:10.5066/F7VM4B41,TRUE,https://doi.org/10.3133/ofr20181151,FALSE,"Using heat as a tracer to determine groundwater seepage in the Indian River Lagoon, Florida, April–November, 2017",US Geological Survey,{'date-parts': [[2018]]}
413,doi:10.5066/F7XW4GZT,TRUE,https://doi.org/10.1002/2016GL071685,TRUE,Oklahoma experiences largest earthquake during ongoing regional wastewater injection hazard mitigation efforts,American Geophysical Union (AGU),"{'date-parts': [[2017, 1, 21]]}"
414,doi:10.5066/P9LRHNL5,TRUE,https://doi.org/10.1007/s00216-019-02277-0,TRUE,Isolation of methylmercury using distillation and anion-exchange chromatography for isotopic analyses in natural matrices,Springer Science and Business Media LLC,"{'date-parts': [[2019, 12, 13]]}"
415,doi:10.5066/F7319T07,TRUE,https://doi.org/10.1007/s10933-016-9914-2,TRUE,"The origin of shallow lakes in the Khorezm Province, Uzbekistan, and the history of pesticide use around these lakes",Springer Science and Business Media LLC,"{'date-parts': [[2016, 10, 6]]}"
416,doi:10.5066/F7MS3S17,TRUE,https://doi.org/10.3133/sir20185077,FALSE,"Trends in water quality of selected streams and reservoirs used for water supply in the Triangle area of North Carolina, 1989–2013",US Geological Survey,{'date-parts': [[2018]]}
417,doi:10.5066/P9PPAKP6,TRUE,https://doi.org/10.3133/ofr20191039,FALSE,"Streamflow, water quality, and constituent loads and yields, Scituate Reservoir Drainage Area, Rhode Island, Water Year 2017",US Geological Survey,{'date-parts': [[2019]]}
418,doi:10.5066/P90GAYBK,TRUE,https://doi.org/10.1007/s00267-017-0957-6,TRUE,Survey of Beaver-related Restoration Practices in Rangeland Streams of the Western USA,Springer Science and Business Media LLC,"{'date-parts': [[2017, 11, 22]]}"
419,doi:10.5066/F7GT5M4C,TRUE,https://doi.org/10.1111/gcb.13945,,,,
420,doi:10.5066/P9LUTFHZ,TRUE,https://doi.org/10.3133/sir20195110,FALSE,"Streambed scour evaluations and conditions at selected bridge sites in Alaska, 2016–17",US Geological Survey,{'date-parts': [[2019]]}
421,doi:10.5066/F7WQ01ZW,TRUE,https://doi.org/10.3133/sir20165168,FALSE,"Spatial variability of harmful algal blooms in Milford Lake, Kansas, July and August 2015",US Geological Survey,{'date-parts': [[2017]]}
422,doi:10.5066/P9CF9QKZ,TRUE,https://doi.org/10.3133/sir20185096,FALSE,"Documentation of single-well aquifer tests and integrated borehole analyses, Pahute Mesa and Vicinity, Nevada",US Geological Survey,{'date-parts': [[2018]]}
423,doi:10.5066/F74747Z7,TRUE,https://doi.org/10.3133/sir20185094,FALSE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,{'date-parts': [[2018]]}
424,doi:10.5066/F7JQ0ZW2,TRUE,https://doi.org/10.3390/w9120946,TRUE,A Statistical Method to Predict Flow Permanence in Dryland Streams from Time Series of Stream Temperature,MDPI AG,"{'date-parts': [[2017, 12, 5]]}"
425,doi:10.5066/P9XVX2SM,TRUE,https://doi.org/10.3133/sir20185156,FALSE,Updates to the suspended sediment SPARROW model developed for western Oregon and northeastern California,US Geological Survey,{'date-parts': [[2018]]}
426,doi:10.5066/P9URJ38Q,TRUE,https://doi.org/10.3133/sir20195102,FALSE,"Simulation of groundwater flow and chloride transport in the “1,500-foot” sand, “2,400-foot” sand, and “2,800-foot” sand of the Baton Rouge area, Louisiana",US Geological Survey,{'date-parts': [[2019]]}
427,doi:10.5066/P93J4EQ8,TRUE,https://doi.org/10.1115/1.4041361,TRUE,Investigating the Mixing Efficiencies of Liquid-to-Liquid Chemical Injection Manifolds for Aquatic Invasive Species Management,ASME International,"{'date-parts': [[2018, 10, 4]]}"
428,doi:10.5066/F7MS3QWM,TRUE,https://doi.org/10.1016/j.aeolia.2017.12.001,FALSE,Determining mineralogical variations of aeolian deposits using thermal infrared emissivity and linear deconvolution methods,Elsevier BV,
429,doi:10.5066/F70Z71C8,TRUE,https://doi.org/10.3133/ofr20161110,FALSE,"California State Waters Map Series—Offshore of Monterey, California",US Geological Survey,{'date-parts': [[2016]]}
430,doi:10.5066/F7Q52NW4,TRUE,https://doi.org/10.1002/rra.3337,TRUE,"Flooding tolerance of Sagittaria latifolia
 and Sagittaria rigida
 under controlled laboratory conditions",Wiley,"{'date-parts': [[2018, 8, 3]]}"
431,doi:10.5066/F7CZ36BS,TRUE,https://doi.org/10.1029/2019JF005369,TRUE,The Influence of Frost Weathering on Debris Flow Sediment Supply in an Alpine Basin,American Geophysical Union (AGU),"{'date-parts': [[2020, 2, 18]]}"
432,doi:10.5066/P9J9NYND,TRUE,https://doi.org/10.3133/ofr20181091,FALSE,"Rio Grande transboundary integrated hydrologic model and water-availability analysis, New Mexico and Texas, United States, and Northern Chihuahua, Mexico",US Geological Survey,{'date-parts': [[2018]]}
433,doi:10.5066/P9PZQGJG,TRUE,https://doi.org/10.1130/GES02049.1,TRUE,"Pleistocene hydrothermal activity on Brokeoff volcano and in the Maidu volcanic center, Lassen Peak area, northeast California: Evolution of magmatic-hydrothermal systems on stratovolcanoes",Geological Society of America,"{'date-parts': [[2019, 4, 26]]}"
434,doi:10.5066/P9OWNCG8,TRUE,https://doi.org/10.3133/ofr20181175,FALSE,"Population genomic surveys for six rare plant species in San Diego County, California",US Geological Survey,{'date-parts': [[2018]]}
435,doi:10.5066/F7MG7NFC,TRUE,https://doi.org/10.1086/698353,FALSE,Cyanobacteria reduce quagga mussel (Dreissena rostriformis bugensis) spawning and fertilization success,University of Chicago Press,
436,doi:10.5066/P9VFN3JD,TRUE,https://doi.org/10.1111/tbed.13226,TRUE,"Emperor geese (
            Anser canagicus
            ) are exposed to a diversity of influenza A viruses, are infected during the non‐breeding period and contribute to intercontinental viral dispersal",Wiley,"{'date-parts': [[2019, 6, 6]]}"
437,doi:10.5066/F73B5X76,TRUE,https://doi.org/10.1016/j.rse.2017.06.027,FALSE,Mapping burned areas using dense time-series of Landsat data,Elsevier BV,
438,doi:10.5066/F7GF0SRT,TRUE,https://doi.org/10.3133/sir20185113,FALSE,"Baseline water quality of an area undergoing shale-gas development in the Muskingum River watershed, Ohio, 2015–16",US Geological Survey,{'date-parts': [[2018]]}
439,doi:10.5066/F70G3JC4,TRUE,https://doi.org/10.3133/sir20185072,FALSE,Refinement of a regression-based method for prediction of flow-duration curves of daily streamflow in the conterminous United States,US Geological Survey,{'date-parts': [[2018]]}
440,doi:10.5066/P98PPLDV,TRUE,https://doi.org/10.1190/geo2018-0679.1,TRUE,EMTF XML: New data interchange format and conversion tools for electromagnetic transfer functions,Society of Exploration Geophysicists,
441,doi:10.5066/P93QMXC9,TRUE,https://doi.org/10.3133/sir20195114,FALSE,"Spatially referenced models of streamflow and nitrogen, phosphorus, and suspended-sediment loads in streams of the midwestern United States",US Geological Survey,{'date-parts': [[2019]]}
442,doi:10.5066/P9PUID9D,TRUE,https://doi.org/10.5066/P9565EY6,,,,
443,doi:10.5066/P9K9M1RQ,TRUE,https://doi.org/10.1002/ieam.4155,TRUE,Sampling Designs for Landscape‐level eDNA Monitoring Programs,Wiley,"{'date-parts': [[2019, 8, 7]]}"
444,doi:10.5066/F79W0CQB,TRUE,https://doi.org/10.3133/sir20175105,FALSE,"Suitability of river delta sediment as proppant, Missouri and Niobrara Rivers, Nebraska and South Dakota, 2015",US Geological Survey,{'date-parts': [[2017]]}
445,doi:10.5066/F78P5XM4,TRUE,https://doi.org/10.2113/econgeo.111.8.1859,FALSE,"Magnetic and Gravity Gradiometry Framework for Mesoproterozoic Iron Oxide-Apatite and Iron Oxide-Copper-Gold Deposits, Southeast Missouri",Society of Economic Geologists,"{'date-parts': [[2016, 11, 16]]}"
446,doi:10.5066/F7V69HSC,TRUE,https://doi.org/10.1016/j.jglr.2018.07.001,FALSE,The flathead catfish invasion of the Great Lakes,Elsevier BV,
447,doi:10.5066/F7H70DB4,TRUE,https://doi.org/10.3133/ds1064,FALSE,An open repository of earthquake-triggered ground-failure inventories,US Geological Survey,{'date-parts': [[2017]]}
448,doi:10.5066/P9VSFC7J,TRUE,https://doi.org/10.7589/2018-06-156,FALSE,"Seasonal Cycles in Hematology and Body Mass in Free-Ranging Gray Wolves (Canis lupus) from Northeastern Minnesota, USA",Wildlife Disease Association,
449,doi:10.5066/P9LIL7PZ,TRUE,https://doi.org/10.3133/ofr20191133,FALSE,"Analysis of aquifer framework and hydraulic properties of Lovelock Valley, Lovelock, Nevada",US Geological Survey,{'date-parts': [[2019]]}
450,doi:10.5066/F7542KP9,TRUE,https://doi.org/10.1016/j.jenvman.2016.06.018,FALSE,Sources and ages of fine-grained sediment to streams using fallout radionuclides in the Midwestern United States,Elsevier BV,
451,doi:10.5066/F72V2F4S,TRUE,https://doi.org/10.3390/agriculture8010002,TRUE,Using Colony Monitoring Devices to Evaluate the Impacts of Land Use and Nutritional Value of Forage on Honey Bee Health,MDPI AG,"{'date-parts': [[2017, 12, 25]]}"
452,doi:10.5066/F76T0K4K,TRUE,https://doi.org/10.3133/ofr20171140,FALSE,"Characteristics of peak streamflows and extent of inundation in areas of West Virginia and southwestern Virginia affected by flooding, June 2016",US Geological Survey,{'date-parts': [[2018]]}
453,doi:10.5066/F7FT8J5T,TRUE,https://doi.org/10.1086/692096,FALSE,Characterizing the early life history of an imperiled freshwater mussel (Ptychobranchus jonesi) with host-fish determination and fecundity estimation,University of Chicago Press,
454,doi:10.5066/F7K935P5,TRUE,https://doi.org/10.3133/ofr20171046,FALSE,"Arsenic and uranium in private wells in Connecticut, 2013-15",US Geological Survey,{'date-parts': [[2017]]}
455,doi:10.5066/F7VX0DPM,TRUE,https://doi.org/10.3996/052017-JFWM-042,FALSE,"Cumulative Spring Discharge and Survey Effort Influence Occupancy and Detection of a Threatened Freshwater Mussel, the Suwannee Moccasinshell",U.S. Fish and Wildlife Service,"{'date-parts': [[2018, 2, 2]]}"
456,doi:10.5066/F79P2ZTD,TRUE,https://doi.org/10.1676/16-106.1,FALSE,Assessment of distribution and abundance estimates for Mariana Swiftlets (Aerodramus bartschi) via examination of survey methods,Wilson Ornithological Society,
457,doi:10.5066/P9Q8JGAO,TRUE,https://doi.org/10.3133/ofr20181151,FALSE,"Using heat as a tracer to determine groundwater seepage in the Indian River Lagoon, Florida, April–November, 2017",US Geological Survey,{'date-parts': [[2018]]}
458,doi:10.5066/F7416VXX,TRUE,https://doi.org/10.3133/sir20185024,FALSE,"Evaluating the potential for near-shore bathymetry on the Majuro Atoll, Republic of the Marshall Islands, using Landsat 8 and WorldView-3 imagery",US Geological Survey,{'date-parts': [[2018]]}
459,doi:10.5066/F7GH9GF5,TRUE,https://doi.org/10.3133/sir20185088,FALSE,"Variations on a method for evaluating decadal-scale changes in the groundwater quality of two GAMA coastal study units 2004–14, California GAMA Priority Basin Project",US Geological Survey,{'date-parts': [[2018]]}
460,doi:10.5066/P9KJT37B,TRUE,https://doi.org/10.1002/ajb2.1157,TRUE,"Genetic analyses of Astragalus
 sect. Humillimi
 (Fabaceae) resolve taxonomy and enable effective conservation",Wiley,"{'date-parts': [[2018, 9, 17]]}"
461,doi:10.5066/P9AXLOSM,TRUE,https://doi.org/10.3133/sir20195112,FALSE,"Spatially referenced models of streamflow and nitrogen, phosphorus, and suspended-sediment loads in streams of the Pacific region of the United States",US Geological Survey,{'date-parts': [[2019]]}
462,doi:10.5066/P9NDA9YC,TRUE,https://doi.org/10.1371/journal.pone.0214099,TRUE,Evaluating and using existing models to map probable suitable habitat for rare plants to inform management of multiple-use public lands in the California desert,Public Library of Science (PLoS),"{'date-parts': [[2019, 4, 19]]}"
463,doi:10.5066/P9RXS3HU,TRUE,https://doi.org/10.3133/sir20175136,FALSE,"Vegetation response of a dry shrubland community to feral goat management on the island of Moloka‘i, Hawai‘i",US Geological Survey,{'date-parts': [[2017]]}
464,doi:10.5066/F76W999M,TRUE,https://doi.org/10.1007/s00128-018-2357-x,TRUE,"Organochlorine Chemical Residues in Northern Cardinal (Cardinalis cardinalis) Eggs from Greater Washington, DC USA",Springer Science and Business Media LLC,"{'date-parts': [[2018, 5, 23]]}"
465,doi:10.5066/F7J964K7,TRUE,https://doi.org/10.1016/j.jhydrol.2017.09.004,FALSE,Remote measurement of river discharge using thermal particle image velocimetry (PIV) and various sources of bathymetric information,Elsevier BV,
466,doi:10.5066/F7PZ56XZ,TRUE,https://doi.org/10.3133/sim3369,FALSE,"Sedimentation survey of Lago La Plata, Toa Alta, Puerto Rico, March–April 2015",US Geological Survey,{'date-parts': [[2016]]}
467,doi:10.5066/P96ENO3D,TRUE,https://doi.org/10.1002/ecs2.2776,TRUE,Negative impacts of summer heat on Sierra Nevada tree seedlings,Wiley,"{'date-parts': [[2019, 6, 18]]}"
468,doi:10.5066/P90P8VWJ,TRUE,https://doi.org/10.3133/sir20185168,FALSE,Response of vegetation in open and partially wooded fens to prescribed burning at Seney National Wildlife Refuge,US Geological Survey,{'date-parts': [[2019]]}
469,doi:10.5066/F7H9938M,TRUE,https://doi.org/10.3133/ds974,FALSE,"Modeled streamflow metrics on small, ungaged stream reaches in the Upper Colorado River Basin",US Geological Survey,{'date-parts': [[2016]]}
