has_refs,has_title,title,publisher,pub_year,dr_doi_cited,rel_pub_url,dr_doi
FALSE,TRUE,"Regional water table (2014) in the Mojave River and Morongo Groundwater Basins, southwestern Mojave Desert, California",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161105,doi:10.5066/F7P848ZZ
FALSE,TRUE,StreamStats for South Carolina: A multipurpose water-resources web application,US Geological Survey,2018,,https://doi.org/10.3133/fs20183070,doi:10.5066/P9VDWVJO
FALSE,TRUE,Spatial sampling bias in the Neotoma paleoecological archives affects species paleo-distribution models,Elsevier BV,,,https://doi.org/10.1016/j.quascirev.2018.08.015,doi:10.5066/P9843JFT
FALSE,TRUE,"Groundwater quality in the Mokelumne, Cosumnes, and American River Watersheds, Sierra Nevada, California",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181047,doi:10.5066/F78G8JXP
TRUE,TRUE,"Efficacy of Environmental DNA to Detect and Quantify Brook Trout Populations in Headwater Streams of the Adirondack Mountains, New York",Wiley,2016,FALSE,https://doi.org/10.1080/00028487.2016.1243578,doi:10.5066/F78913ZC
,,,,,,,
FALSE,TRUE,"Dam failure analysis for the Lago El Guineo Dam, Orocovis, Puerto Rico",US Geological Survey,2016,,https://doi.org/10.3133/sir20165070,doi:10.5066/F72V2D7Q
FALSE,TRUE,"Serologic Evidence for Influenza a Virus Exposure in Three Loon Species Breeding in Alaska, USA",Wildlife Disease Association,,,https://doi.org/10.7589/2018-06-165,doi:10.5066/P9YVG9ME
TRUE,TRUE,"Full Waterâ€Cycle Monitoring in an Urban Catchment Reveals Unexpected Water Transfers (Detroit MI, USA)",Wiley,2019,FALSE,https://doi.org/10.1111/1752-1688.12814,doi:10.5066/P91NM8X3
,,,,,,,
TRUE,TRUE,Increased nesting success of Hawaii Elepaio in response to the removal of invasive black rats,Oxford University Press (OUP),2019,FALSE,https://doi.org/10.1093/condor/duz003,doi:10.5066/P93TOM58
FALSE,TRUE,"Use of a Numerical Model to Simulate the Hydrologic System and Transport of Contaminants Near Joint Base Cape Cod, Western Cape Cod, Massachusetts",US Geological Survey,2019,,https://doi.org/10.3133/sir20185139,doi:10.5066/F77P8XCT
FALSE,TRUE,"Spatial and temporal variability of harmful algal blooms in Milford Lake, Kansas, May through November 2016",US Geological Survey,2019,,https://doi.org/10.3133/sir20185166,doi:10.5066/F7JH3KCV
FALSE,TRUE,"Bathymetry of Ashokan, Cannonsville, Neversink, Pepacton, Rondout, and Schoharie Reservoirs, New York, 2013â€“15",US Geological Survey,2018,,https://doi.org/10.3133/sir20175064,doi:10.5066/F7P26W7P
TRUE,TRUE,"Experimental warming in a dryland community reduced plant photosynthesis and soil
            CO
            2
            efflux although the relationship between the fluxes remained unchanged",Wiley,2016,FALSE,https://doi.org/10.1111/1365-2435.12708,doi:10.5066/F7PG1PVH
FALSE,TRUE,First comprehensive list of non-native species established in three major regions of the United States,US Geological Survey,2018,,https://doi.org/10.3133/ofr20181156,doi:10.5066/P9E5K160
FALSE,TRUE,"Fire patterns in the range of the greater sage-grouse, 1984-2013 - Implications for conservation and management",US Geological Survey,2015,,https://doi.org/10.3133/ofr20151167,doi:10.5066/F76971N5
FALSE,TRUE,"Distribution of Modern Salt-marsh Foraminifera from the Eastern Mississippi Sound, U.s.a.",GeoScienceWorld,,,https://doi.org/10.2113/gsjfr.49.1.29,doi:10.5066/P901T47X
FALSE,TRUE,"Storage capacity and sedimentation characteristics of the San Antonio Reservoir, California, 2018",US Geological Survey,2020,,https://doi.org/10.3133/sir20195151,doi:10.5066/P9KC9DU8
FALSE,TRUE,"Hydrologic characterization of Bushy Park Reservoir, South Carolina, 2013â€“15",US Geological Survey,2017,,https://doi.org/10.3133/sir20175050,doi:10.5066/F7GB2274
TRUE,TRUE,Comparative Use of Riparian Corridors and Oases by Migrating Birds in Southeast Arizona,Wiley,2008,FALSE,https://doi.org/10.1111/j.1523-1739.1998.96384.x,doi:10.5066/F7K35SMD
TRUE,TRUE,A coupled metabolic-hydraulic model and calibration scheme for estimating whole-river metabolism during dynamic flow conditions,Wiley,2017,FALSE,https://doi.org/10.1002/lom3.10204,doi:10.5066/F76T0KG2
TRUE,TRUE,Incorporating spatially heterogeneous infiltration capacity into hydrologic models with applications for simulating post-wildfire debris flow initiation,Wiley,2018,FALSE,https://doi.org/10.1002/hyp.11458,doi:10.5066/F70K27R0
TRUE,TRUE,Heat Flow in the Western Arctic Ocean (Amerasian Basin),American Geophysical Union (AGU),2019,FALSE,https://doi.org/10.1029/2019JB017587,doi:10.5066/P91XQ3IS
TRUE,TRUE,"Elemental, isotopic, and geochronological variability in Mogollon-Datil volcanic province archaeological obsidian, southwestern USA: Solving issues of intersource discrimination",Wiley,2017,FALSE,https://doi.org/10.1002/gea.21672,doi:10.5066/F7TB152V
FALSE,TRUE,"Estimated 2016 groundwater level and drawdown from predevelopment to 2016 in the Santa Fe Group Aquifer System in the Albuquerque Area, Central New Mexico",US Geological Survey,2019,,https://doi.org/10.3133/sim3433,doi:10.5066/P9TWBYYQ
FALSE,TRUE,"Simulated effects of groundwater withdrawals from aquifers in Ocean County and vicinity, New Jersey",US Geological Survey,2016,,https://doi.org/10.3133/sir20165035,doi:10.5066/F7H99392
TRUE,TRUE,Projected Future Vegetation Changes for the Northwest United States and Southwest Canada at a Fine Spatial Resolution Using a Dynamic Global Vegetation Model,Public Library of Science (PLoS),2015,FALSE,https://doi.org/10.1371/journal.pone.0138759,doi:10.5066/F7CF9N51
FALSE,TRUE,"A field study of selected U.S. Geological Survey analytical methods for measuring pesticides in filtered stream water, June - September 2012",US Geological Survey,2017,,https://doi.org/10.3133/sir20175049,doi:10.5066/F7RB732P
FALSE,TRUE,Potential corrosivity of untreated groundwater in the United States,US Geological Survey,2016,,https://doi.org/10.3133/sir20165092,doi:10.5066/F7MC8X40
TRUE,TRUE,Influence of turbulence and in-stream structures on the transport and survival of grass carp eggs and larvae at various developmental stages,Springer Science and Business Media LLC,2019,FALSE,https://doi.org/10.1007/s00027-019-0689-1,doi:10.5066/P926SZLN
TRUE,TRUE,"Habitat of the endangered salt marsh harvest mouse (
            Reithrodontomys raviventris
            ) in San Francisco Bay",Wiley,2020,FALSE,https://doi.org/10.1002/ece3.5860,doi:10.5066/P96Q5D2T
TRUE,TRUE,Local niche differences predict genotype associations in sister taxa of desert tortoise,Wiley,2019,FALSE,https://doi.org/10.1111/ddi.12927,doi:10.5066/P91V2S8C
FALSE,TRUE,"TREE MORTALITY IN BLUE OAK WOODLAND DURING EXTREME DROUGHT IN SEQUOIA NATIONAL PARK, CALIFORNIA",California Botanical Society,,,https://doi.org/10.3120/0024-9637-66.4.164,doi:10.5066/P97NBUTC
FALSE,TRUE,"Bathymetric contour map, surface area and capacity table, and bathymetric difference map for Clearwater Lake near Piedmont, Missouri, 2017",US Geological Survey,2018,,https://doi.org/10.3133/sim3409,doi:10.5066/F7DN44BJ
TRUE,TRUE,Coastal habitat and biological community response to dam removal on the Elwha River,Wiley,2017,FALSE,https://doi.org/10.1002/ecm.1268,doi:10.5066/F75B00N4
FALSE,TRUE,Ghost forests of Marco Island: Mangrove mortality driven by belowground soil structural shifts during tidal hydrologic alteration,Elsevier BV,,,https://doi.org/10.1016/j.ecss.2018.06.026,doi:10.5066/F7736PSP
FALSE,TRUE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,2018,,https://doi.org/10.3133/sir20185094,doi:10.5066/F73F4MRV
FALSE,TRUE,"Changes in phosphorus concentrations and loads in the Assabet River, Massachusetts, October 2008 through April 2014",US Geological Survey,2016,,https://doi.org/10.3133/sir20165063,doi:10.5066/F72R3PR3
FALSE,TRUE,Influence of land use and region on glyphosate and aminomethylphosphonic acid in streams in the USA,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2019.136008,doi:10.5066/P9JBWQ96
FALSE,TRUE,Landsat classification of surface-water presence during multiple years to assess response of playa wetlands to climatic variability across the Great Plains Landscape Conservation Cooperative region,US Geological Survey,2018,,https://doi.org/10.3133/ofr20171166,doi:10.5066/F7MW2GCN
TRUE,TRUE,Measuring sustainability of seed-funded earth science informatics projects,Public Library of Science (PLoS),2019,FALSE,https://doi.org/10.1371/journal.pone.0222807,doi:10.5066/P9V3XDY6
TRUE,TRUE,Phytoforensics: Trees as bioindicators of potential indoor exposure via vapor intrusion,Public Library of Science (PLoS),2018,FALSE,https://doi.org/10.1371/journal.pone.0193247,doi:10.5066/F7CF9P06
TRUE,TRUE,Coastal wetland adaptation to sea level rise: Quantifying potential for landward migration and coastal squeeze,Wiley,2018,FALSE,https://doi.org/10.1111/1365-2664.13169,doi:10.5066/F7S75F7K
FALSE,TRUE,"Methods used to characterize the chemical composition and biological activity of environmental waters throughout the United States, 2012-14",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171011,doi:10.5066/F7GF0RPH
FALSE,TRUE,Survey-based assessment of the frequency and potential impacts of recreation on polar bears,Elsevier BV,,,https://doi.org/10.1016/j.biocon.2018.09.008,doi:10.5066/F7J67F31
FALSE,TRUE,Additional period and site class maps for the 2014 National Seismic Hazard Model for the conterminous United States,US Geological Survey,2018,,https://doi.org/10.3133/ofr20181111,doi:10.5066/P9I6BPX5
FALSE,TRUE,DEVELOPMENT AND VALIDATION OF QUANTITATIVE PCR ASSAYS TO MEASURE CYTOKINE TRANSCRIPT LEVELS IN THE FLORIDA MANATEE (TRICHECHUS MANATUS LATIROSTRIS),Wildlife Disease Association,,,https://doi.org/10.7589/2017-06-139,doi:10.5066/F7TB163Q
TRUE,TRUE,Lessons from the TÅhoku tsunami: A model for island avifauna conservation prioritization,Wiley,2017,FALSE,https://doi.org/10.1002/ece3.3092,doi:10.5066/F708647F
FALSE,TRUE,"Aeromagnetic map of Mountain Pass and vicinity, California and Nevada",US Geological Survey,2018,,https://doi.org/10.3133/sim3412B,doi:10.5066/P92XVOOF
FALSE,TRUE,"Numerical simulation of groundwater flow in the Columbia Plateau Regional Aquifer System, Idaho, Oregon, and Washington",US Geological Survey,2014,,https://doi.org/10.3133/sir20145127,doi:10.5066/P9Q53DOD
FALSE,TRUE,"A spatially discrete, integral projection model and its application to invasive carp",Elsevier BV,,,https://doi.org/10.1016/j.ecolmodel.2018.09.006,doi:10.5066/P9T9J3JU
FALSE,TRUE,"Groundwater quality in the shallow aquifers of the Tulare, Kaweah, and Tule Groundwater Basins and adjacent highlands areas, Southern San Joaquin Valley, California",US Geological Survey,2017,,https://doi.org/10.3133/fs20173001,doi:10.5066/F7BP00W8
FALSE,TRUE,Landscape Movements by Two Species of Migratory Nectar-Feeding Bats (Leptonycteris) in a Northern Area of Seasonal Sympatry,Western North American Naturalist,,,https://doi.org/10.3398/064.077.0305,doi:10.5066/F7000101
TRUE,TRUE,Examining Forest Structure With Terrestrial Lidar: Suggestions and Novel Techniques Based on Comparisons Between Scanners and Forest Treatments,American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1029/2018EA000417,doi:10.5066/P9F63VYX
TRUE,TRUE,Analysis of Population Change and Movement Using Robust Design Removal Data,Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s13253-018-0335-8,doi:10.5066/F7Z31X54
FALSE,TRUE,"Overview with methods and procedures of the U.S. Geological Survey mineral-resource assessment of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming: Chapter A in <i>Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming</i>",US Geological Survey,2016,,https://doi.org/10.3133/sir20165089A,doi:10.5066/F7J964GW
FALSE,TRUE,The HayWired earthquake scenarioâ€”Earthquake hazards,US Geological Survey,2017,,https://doi.org/10.3133/sir20175013v1,doi:10.5066/F7RN363Z
FALSE,TRUE,Flood of July 2016 in northern Wisconsin and the Bad River Reservation,US Geological Survey,2017,,https://doi.org/10.3133/sir20175029,doi:10.5066/F78C9THZ
TRUE,TRUE,It matters when you measure it: using snow-cover Normalised Difference Vegetation Index (NDVI) to isolate post-fire conifer regeneration,CSIRO Publishing,,FALSE,https://doi.org/10.1071/WF18075,doi:10.5066/P9UOBL50
FALSE,TRUE,"The Bees (Hymenoptera: Apoidea) of Louisiana: An Updated, Annotated Checklist",Entomological Society of Washington,,,https://doi.org/10.4289/0013-8797.120.2.272,doi:10.5066/P91LIQ0T
FALSE,TRUE,"Methods used to reconstruct historical daily streamflows in northern New Jersey and southeastern New York, water years 1922â€“2010",US Geological Survey,2018,,https://doi.org/10.3133/sir20185068,doi:10.5066/F7J965CZ
TRUE,TRUE,Flexible timing of annual movements across consistently used sites by Marbled Godwits breeding in Alaska,Oxford University Press (OUP),2019,FALSE,https://doi.org/10.1093/auk/uky007,doi:10.5066/P9NORY48
TRUE,TRUE,Challenges in Complementing Data from Ground-Based Sensors with Satellite-Derived Products to Measure Ecological Changes in Relation to Climateâ€”Lessons from Temperate Wetland-Upland Landscapes,MDPI AG,2018,FALSE,https://doi.org/10.3390/s18030880,doi:10.5066/F7QF8S3H
,,,,,,,
FALSE,TRUE,"Regression models for estimating sediment and nutrient concentrations and loads at the Kankakee River, Shelby, Indiana, December 2015 through May 2018",US Geological Survey,2019,,https://doi.org/10.3133/sir20195005,doi:10.5066/P90EKU6X
FALSE,TRUE,"Understanding the effect of salinity tolerance on cyanobacteria associated with a harmful algal bloom in Lake Okeechobee, Florida",US Geological Survey,2018,,https://doi.org/10.3133/sir20185092,doi:10.5066/P996GAZP
TRUE,TRUE,RNA sequencing analysis of transcriptional change in the freshwater musselElliptio complanataafter environmentally relevant sodium chloride exposure,Wiley,2017,FALSE,https://doi.org/10.1002/etc.3774,doi:10.5066/F7P26WCG
FALSE,TRUE,Enhanced and updated spatially referenced statistical assessment of dissolved-solids load sources and transport in streams of the Upper Colorado River Basin,US Geological Survey,2017,,https://doi.org/10.3133/sir20175009,doi:10.5066/F76T0JT4
FALSE,TRUE,"Decadal changes in channel morphology of a freely meandering riverâ€”Powder River, Montana, 1975â€“2016",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181012,doi:10.5066/F7TQ5ZRN
TRUE,TRUE,Connectivity and conditional models of access and abundance of species in stream networks,Wiley,,FALSE,https://doi.org/10.1890/14-1108.1,doi:10.5066/F71R6NJT
FALSE,TRUE,"Collection, processing, and quality assurance of time-series electromagnetic-induction log datasets, 1995â€“2016, south Florida",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161194,doi:10.5066/F7BG2MWD
FALSE,TRUE,"Chirp subbottom profile data collected in 2015 from the northern Chandeleur Islands, Louisiana",US Geological Survey,2018,,https://doi.org/10.3133/ds1077,doi:10.5066/P9E8VRGO
TRUE,TRUE,Abundant carbon substrates drive extremely high sulfate reduction rates and methane fluxes in Prairie Pothole Wetlands,Wiley,2017,FALSE,https://doi.org/10.1111/gcb.13633,doi:10.5066/F7TX3CJ7
FALSE,TRUE,"Using Age Tracers and Decadal Sampling to Discern Trends in Nitrate, Arsenic, and Uranium in Groundwater Beneath Irrigated Cropland",American Chemical Society (ACS),2019,,https://doi.org/10.1021/acs.est.9b03459,doi:10.5066/P9UY8L30
TRUE,TRUE,"Modeling Fine-Scale Coral Larval Dispersal and Interisland Connectivity to Help Designate Mutually-Supporting Coral Reef Marine Protected Areas: Insights from Maui Nui, Hawaii",Frontiers Media SA,2017,FALSE,https://doi.org/10.3389/fmars.2017.00381,doi:10.5066/F7NK3C59
FALSE,TRUE,"Remote sensing of tamarisk beetle (Diorhabda carinulata) impacts along 412â€¯km of the Colorado River in the Grand Canyon, Arizona, USA",Elsevier BV,,,https://doi.org/10.1016/j.ecolind.2018.02.026,doi:10.5066/F72B8X71
FALSE,TRUE,"Using heat as a tracer to determine groundwater seepage in the Indian River Lagoon, Florida, Aprilâ€“November, 2017",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181151,doi:10.5066/F7VM4B41
TRUE,TRUE,Oklahoma experiences largest earthquake during ongoing regional wastewater injection hazard mitigation efforts,American Geophysical Union (AGU),2017,FALSE,https://doi.org/10.1002/2016GL071685,doi:10.5066/F7XW4GZT
TRUE,TRUE,Isolation of methylmercury using distillation and anion-exchange chromatography for isotopic analyses in natural matrices,Springer Science and Business Media LLC,2019,TRUE,https://doi.org/10.1007/s00216-019-02277-0,doi:10.5066/P9LRHNL5
TRUE,TRUE,"The origin of shallow lakes in the Khorezm Province, Uzbekistan, and the history of pesticide use around these lakes",Springer Science and Business Media LLC,2016,FALSE,https://doi.org/10.1007/s10933-016-9914-2,doi:10.5066/F7319T07
FALSE,TRUE,"Trends in water quality of selected streams and reservoirs used for water supply in the Triangle area of North Carolina, 1989â€“2013",US Geological Survey,2018,,https://doi.org/10.3133/sir20185077,doi:10.5066/F7MS3S17
FALSE,TRUE,"Streamflow, water quality, and constituent loads and yields, Scituate Reservoir Drainage Area, Rhode Island, Water Year 2017",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191039,doi:10.5066/P9PPAKP6
TRUE,TRUE,Survey of Beaver-related Restoration Practices in Rangeland Streams of the Western USA,Springer Science and Business Media LLC,2017,FALSE,https://doi.org/10.1007/s00267-017-0957-6,doi:10.5066/P90GAYBK
,,,,,,,
FALSE,TRUE,"Streambed scour evaluations and conditions at selected bridge sites in Alaska, 2016â€“17",US Geological Survey,2019,,https://doi.org/10.3133/sir20195110,doi:10.5066/P9LUTFHZ
FALSE,TRUE,"Spatial variability of harmful algal blooms in Milford Lake, Kansas, July and August 2015",US Geological Survey,2017,,https://doi.org/10.3133/sir20165168,doi:10.5066/F7WQ01ZW
FALSE,TRUE,"Documentation of single-well aquifer tests and integrated borehole analyses, Pahute Mesa and Vicinity, Nevada",US Geological Survey,2018,,https://doi.org/10.3133/sir20185096,doi:10.5066/P9CF9QKZ
FALSE,TRUE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,2018,,https://doi.org/10.3133/sir20185094,doi:10.5066/F74747Z7
TRUE,TRUE,A Statistical Method to Predict Flow Permanence in Dryland Streams from Time Series of Stream Temperature,MDPI AG,2017,FALSE,https://doi.org/10.3390/w9120946,doi:10.5066/F7JQ0ZW2
FALSE,TRUE,Updates to the suspended sediment SPARROW model developed for western Oregon and northeastern California,US Geological Survey,2018,,https://doi.org/10.3133/sir20185156,doi:10.5066/P9XVX2SM
FALSE,TRUE,"Simulation of groundwater flow and chloride transport in the â€œ1,500-footâ€ sand, â€œ2,400-footâ€ sand, and â€œ2,800-footâ€ sand of the Baton Rouge area, Louisiana",US Geological Survey,2019,,https://doi.org/10.3133/sir20195102,doi:10.5066/P9URJ38Q
TRUE,TRUE,Investigating the Mixing Efficiencies of Liquid-to-Liquid Chemical Injection Manifolds for Aquatic Invasive Species Management,ASME International,2018,FALSE,https://doi.org/10.1115/1.4041361,doi:10.5066/P93J4EQ8
FALSE,TRUE,Determining mineralogical variations of aeolian deposits using thermal infrared emissivity and linear deconvolution methods,Elsevier BV,,,https://doi.org/10.1016/j.aeolia.2017.12.001,doi:10.5066/F7MS3QWM
FALSE,TRUE,"California State Waters Map Seriesâ€”Offshore of Monterey, California",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161110,doi:10.5066/F70Z71C8
TRUE,TRUE,"Flooding tolerance of Sagittaria latifolia
 and Sagittaria rigida
 under controlled laboratory conditions",Wiley,2018,FALSE,https://doi.org/10.1002/rra.3337,doi:10.5066/F7Q52NW4
TRUE,TRUE,The Influence of Frost Weathering on Debris Flow Sediment Supply in an Alpine Basin,American Geophysical Union (AGU),2020,FALSE,https://doi.org/10.1029/2019JF005369,doi:10.5066/F7CZ36BS
FALSE,TRUE,"Rio Grande transboundary integrated hydrologic model and water-availability analysis, New Mexico and Texas, United States, and Northern Chihuahua, Mexico",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181091,doi:10.5066/P9J9NYND
TRUE,TRUE,"Pleistocene hydrothermal activity on Brokeoff volcano and in the Maidu volcanic center, Lassen Peak area, northeast California: Evolution of magmatic-hydrothermal systems on stratovolcanoes",Geological Society of America,2019,FALSE,https://doi.org/10.1130/GES02049.1,doi:10.5066/P9PZQGJG
FALSE,TRUE,"Population genomic surveys for six rare plant species in San Diego County, California",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181175,doi:10.5066/P9OWNCG8
FALSE,TRUE,Cyanobacteria reduce quagga mussel (Dreissena rostriformis bugensis) spawning and fertilization success,University of Chicago Press,,,https://doi.org/10.1086/698353,doi:10.5066/F7MG7NFC
TRUE,TRUE,"Emperor geese (
            Anser canagicus
            ) are exposed to a diversity of influenza A viruses, are infected during the nonâ€breeding period and contribute to intercontinental viral dispersal",Wiley,2019,FALSE,https://doi.org/10.1111/tbed.13226,doi:10.5066/P9VFN3JD
FALSE,TRUE,Mapping burned areas using dense time-series of Landsat data,Elsevier BV,,,https://doi.org/10.1016/j.rse.2017.06.027,doi:10.5066/F73B5X76
FALSE,TRUE,"Baseline water quality of an area undergoing shale-gas development in the Muskingum River watershed, Ohio, 2015â€“16",US Geological Survey,2018,,https://doi.org/10.3133/sir20185113,doi:10.5066/F7GF0SRT
FALSE,TRUE,Refinement of a regression-based method for prediction of flow-duration curves of daily streamflow in the conterminous United States,US Geological Survey,2018,,https://doi.org/10.3133/sir20185072,doi:10.5066/F70G3JC4
TRUE,TRUE,EMTF XML: New data interchange format and conversion tools for electromagnetic transfer functions,Society of Exploration Geophysicists,,FALSE,https://doi.org/10.1190/geo2018-0679.1,doi:10.5066/P98PPLDV
FALSE,TRUE,"Spatially referenced models of streamflow and nitrogen, phosphorus, and suspended-sediment loads in streams of the midwestern United States",US Geological Survey,2019,,https://doi.org/10.3133/sir20195114,doi:10.5066/P93QMXC9
,,,,,,,
TRUE,TRUE,Sampling Designs for Landscapeâ€level eDNA Monitoring Programs,Wiley,2019,FALSE,https://doi.org/10.1002/ieam.4155,doi:10.5066/P9K9M1RQ
FALSE,TRUE,"Suitability of river delta sediment as proppant, Missouri and Niobrara Rivers, Nebraska and South Dakota, 2015",US Geological Survey,2017,,https://doi.org/10.3133/sir20175105,doi:10.5066/F79W0CQB
FALSE,TRUE,"Magnetic and Gravity Gradiometry Framework for Mesoproterozoic Iron Oxide-Apatite and Iron Oxide-Copper-Gold Deposits, Southeast Missouri",Society of Economic Geologists,2016,,https://doi.org/10.2113/econgeo.111.8.1859,doi:10.5066/F78P5XM4
FALSE,TRUE,The flathead catfish invasion of the Great Lakes,Elsevier BV,,,https://doi.org/10.1016/j.jglr.2018.07.001,doi:10.5066/F7V69HSC
FALSE,TRUE,An open repository of earthquake-triggered ground-failure inventories,US Geological Survey,2017,,https://doi.org/10.3133/ds1064,doi:10.5066/F7H70DB4
FALSE,TRUE,"Seasonal Cycles in Hematology and Body Mass in Free-Ranging Gray Wolves (Canis lupus) from Northeastern Minnesota, USA",Wildlife Disease Association,,,https://doi.org/10.7589/2018-06-156,doi:10.5066/P9VSFC7J
FALSE,TRUE,"Analysis of aquifer framework and hydraulic properties of Lovelock Valley, Lovelock, Nevada",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191133,doi:10.5066/P9LIL7PZ
FALSE,TRUE,Sources and ages of fine-grained sediment to streams using fallout radionuclides in the Midwestern United States,Elsevier BV,,,https://doi.org/10.1016/j.jenvman.2016.06.018,doi:10.5066/F7542KP9
TRUE,TRUE,Using Colony Monitoring Devices to Evaluate the Impacts of Land Use and Nutritional Value of Forage on Honey Bee Health,MDPI AG,2017,TRUE,https://doi.org/10.3390/agriculture8010002,doi:10.5066/F72V2F4S
FALSE,TRUE,"Characteristics of peak streamflows and extent of inundation in areas of West Virginia and southwestern Virginia affected by flooding, June 2016",US Geological Survey,2018,,https://doi.org/10.3133/ofr20171140,doi:10.5066/F76T0K4K
FALSE,TRUE,Characterizing the early life history of an imperiled freshwater mussel (Ptychobranchus jonesi) with host-fish determination and fecundity estimation,University of Chicago Press,,,https://doi.org/10.1086/692096,doi:10.5066/F7FT8J5T
FALSE,TRUE,"Arsenic and uranium in private wells in Connecticut, 2013-15",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171046,doi:10.5066/F7K935P5
FALSE,TRUE,"Cumulative Spring Discharge and Survey Effort Influence Occupancy and Detection of a Threatened Freshwater Mussel, the Suwannee Moccasinshell",U.S. Fish and Wildlife Service,2018,,https://doi.org/10.3996/052017-JFWM-042,doi:10.5066/F7VX0DPM
FALSE,TRUE,Assessment of distribution and abundance estimates for Mariana Swiftlets (Aerodramus bartschi) via examination of survey methods,Wilson Ornithological Society,,,https://doi.org/10.1676/16-106.1,doi:10.5066/F79P2ZTD
FALSE,TRUE,"Using heat as a tracer to determine groundwater seepage in the Indian River Lagoon, Florida, Aprilâ€“November, 2017",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181151,doi:10.5066/P9Q8JGAO
FALSE,TRUE,"Evaluating the potential for near-shore bathymetry on the Majuro Atoll, Republic of the Marshall Islands, using Landsat 8 and WorldView-3 imagery",US Geological Survey,2018,,https://doi.org/10.3133/sir20185024,doi:10.5066/F7416VXX
FALSE,TRUE,"Variations on a method for evaluating decadal-scale changes in the groundwater quality of two GAMA coastal study units 2004â€“14, California GAMA Priority Basin Project",US Geological Survey,2018,,https://doi.org/10.3133/sir20185088,doi:10.5066/F7GH9GF5
TRUE,TRUE,"Genetic analyses of Astragalus
 sect. Humillimi
 (Fabaceae) resolve taxonomy and enable effective conservation",Wiley,2018,FALSE,https://doi.org/10.1002/ajb2.1157,doi:10.5066/P9KJT37B
FALSE,TRUE,"Spatially referenced models of streamflow and nitrogen, phosphorus, and suspended-sediment loads in streams of the Pacific region of the United States",US Geological Survey,2019,,https://doi.org/10.3133/sir20195112,doi:10.5066/P9AXLOSM
TRUE,TRUE,Evaluating and using existing models to map probable suitable habitat for rare plants to inform management of multiple-use public lands in the California desert,Public Library of Science (PLoS),2019,FALSE,https://doi.org/10.1371/journal.pone.0214099,doi:10.5066/P9NDA9YC
FALSE,TRUE,"Vegetation response of a dry shrubland community to feral goat management on the island of Molokaâ€˜i, Hawaiâ€˜i",US Geological Survey,2017,,https://doi.org/10.3133/sir20175136,doi:10.5066/P9RXS3HU
TRUE,TRUE,"Organochlorine Chemical Residues in Northern Cardinal (Cardinalis cardinalis) Eggs from Greater Washington, DC USA",Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s00128-018-2357-x,doi:10.5066/F76W999M
FALSE,TRUE,Remote measurement of river discharge using thermal particle image velocimetry (PIV) and various sources of bathymetric information,Elsevier BV,,,https://doi.org/10.1016/j.jhydrol.2017.09.004,doi:10.5066/F7J964K7
FALSE,TRUE,"Sedimentation survey of Lago La Plata, Toa Alta, Puerto Rico, Marchâ€“April 2015",US Geological Survey,2016,,https://doi.org/10.3133/sim3369,doi:10.5066/F7PZ56XZ
TRUE,TRUE,Negative impacts of summer heat on Sierra Nevada tree seedlings,Wiley,2019,FALSE,https://doi.org/10.1002/ecs2.2776,doi:10.5066/P96ENO3D
FALSE,TRUE,Response of vegetation in open and partially wooded fens to prescribed burning at Seney National Wildlife Refuge,US Geological Survey,2019,,https://doi.org/10.3133/sir20185168,doi:10.5066/P90P8VWJ
FALSE,TRUE,"Modeled streamflow metrics on small, ungaged stream reaches in the Upper Colorado River Basin",US Geological Survey,2016,,https://doi.org/10.3133/ds974,doi:10.5066/F7H9938M
FALSE,TRUE,"Magnetotelluric data release for locating the Archean/Proterozoic suture zone, east-central Tooele County, Utah",US Geological Survey,2003,,https://doi.org/10.3133/ofr03495,doi:10.5066/F7WQ02RM
,,,,,,,
FALSE,TRUE,"Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming",US Geological Survey,2016,,https://doi.org/10.3133/sir20165089,doi:10.5066/F7JD4TWT
